,property_type,place_name,price_aprox_usd,rooms,contrafrente,cochera,amenities,esp_exterior,mas_1banio,estrenar,surface,price_m2
185,apartment,Almagro,289000.0,4.0,0,0,0,1,1,0,228.0,1267.5438596491229
186,apartment,Caballito,158000.0,3.0,0,0,1,0,1,0,71.0,2225.3521126760565
187,apartment,Belgrano,585000.0,4.0,1,1,0,1,1,0,304.0,1924.342105263158
188,apartment,Belgrano,585000.0,6.0,1,1,0,1,1,0,304.0,1924.342105263158
189,apartment,Palermo,465000.0,5.0,0,1,0,1,1,0,159.0,2924.5283018867926
190,apartment,Palermo,185000.0,2.0,0,1,0,1,0,0,36.0,5138.888888888889
191,apartment,Coghlan,138000.0,2.0,0,1,1,1,1,1,66.0,2090.909090909091
192,PH,Villa Devoto,147000.0,4.0,0,1,1,1,1,0,111.0,1324.3243243243244
193,apartment,Villa Devoto,135000.0,3.0,0,0,0,1,1,0,68.0,1985.2941176470588
194,apartment,Villa Pueyrredón,159600.0,3.0,1,0,0,1,1,0,68.0,2347.0588235294117
195,PH,Velez Sarsfield,127250.0,4.0,0,0,0,1,1,0,106.0,1200.4716981132076
196,house,Caballito,289800.0,5.0,0,1,0,1,1,0,200.0,1449.0
197,apartment,Flores,63000.0,1.0,0,0,1,0,1,0,31.0,2032.258064516129
198,house,Caballito,250000.0,4.0,0,0,0,1,1,0,110.0,2272.7272727272725
199,apartment,Abasto,99000.0,3.0,0,0,0,0,0,0,52.0,1903.8461538461538
200,PH,Palermo,110000.0,1.0,0,0,0,1,0,0,40.0,2750.0
201,apartment,Nuñez,360000.0,4.0,0,0,0,0,1,0,147.0,2448.9795918367345
202,apartment,Belgrano,360000.0,4.0,0,0,0,0,1,0,147.0,2448.9795918367345
203,apartment,Belgrano,1450000.0,5.0,0,1,0,1,1,0,463.0,3131.7494600431964
204,apartment,Versalles,125000.0,3.0,0,0,0,1,0,1,50.0,2500.0
205,PH,Villa del Parque,280000.0,5.0,0,0,1,1,1,0,230.0,1217.391304347826
206,apartment,Monte Castro,97000.0,2.0,0,1,0,1,1,1,51.0,1901.9607843137255
207,apartment,Floresta,69000.0,2.0,0,0,1,0,1,0,40.0,1725.0
208,apartment,Monte Castro,135000.0,3.0,0,0,0,1,1,0,63.0,2142.8571428571427
209,apartment,Retiro,140000.0,1.0,0,0,0,1,0,0,45.0,3111.1111111111113
210,apartment,Recoleta,179500.0,2.0,0,0,1,1,1,0,40.0,4487.5
211,PH,Parque Patricios,70000.0,1.0,1,0,0,1,1,0,48.0,1458.3333333333333
212,apartment,Saavedra,98000.0,1.0,1,1,0,1,1,0,45.0,2177.777777777778
213,apartment,Coghlan,270000.0,3.0,1,1,1,1,1,0,83.0,3253.012048192771
214,apartment,Saavedra,117000.0,1.0,0,0,0,1,1,0,45.0,2600.0
215,PH,Parque Patricios,165000.0,3.0,0,1,0,1,0,0,89.0,1853.9325842696628
216,apartment,San Nicolás,250000.0,5.0,0,0,0,1,0,0,145.0,1724.1379310344828
217,apartment,Monserrat,300000.0,3.0,0,0,0,0,0,0,113.0,2654.8672566371683
218,PH,Villa Santa Rita,168000.0,4.0,0,1,0,1,1,0,65.5,2564.885496183206
219,apartment,Monserrat,270000.0,6.0,0,0,1,1,1,0,113.0,2389.380530973451
220,apartment,Monserrat,275000.0,5.0,0,0,1,1,1,0,113.0,2433.6283185840707
221,apartment,Palermo,375000.0,4.0,1,0,1,1,1,0,141.0,2659.574468085106
222,apartment,Flores,104900.0,3.0,0,0,0,1,1,0,48.0,2185.4166666666665
223,apartment,Flores,249000.0,5.0,0,1,1,1,1,0,102.5,2429.268292682927
224,store,San Cristobal,360000.0,1.0,0,0,0,0,0,0,273.0,1318.6813186813188
225,apartment,Belgrano,170000.0,2.0,0,1,0,1,1,0,69.0,2463.768115942029
226,apartment,Flores,92000.0,1.0,0,0,0,1,1,1,68.0,1352.9411764705883
227,apartment,Parque Chas,164220.0,3.0,0,1,1,0,1,1,76.0,2160.7894736842104
228,PH,Las Cañitas,158000.0,2.0,0,0,0,0,1,0,55.0,2872.7272727272725
229,apartment,Chacarita,84500.0,2.0,0,1,1,0,1,0,40.0,2112.5
230,apartment,Chacarita,87500.0,2.0,0,1,1,0,1,0,40.0,2187.5
231,apartment,Chacarita,89000.0,2.0,0,1,1,0,1,0,40.0,2225.0
232,apartment,Congreso,87000.0,2.0,0,0,0,1,1,0,49.0,1775.5102040816328
233,apartment,Chacarita,100000.0,2.0,0,1,1,0,1,0,40.0,2500.0
234,apartment,Palermo,138000.0,2.0,0,1,1,0,1,0,50.0,2760.0
235,apartment,Chacarita,86000.0,2.0,0,1,1,0,1,0,40.0,2150.0
236,apartment,Chacarita,87500.0,2.0,0,1,1,0,1,0,40.0,2187.5
237,apartment,Chacarita,89000.0,2.0,0,1,1,0,1,0,40.0,2225.0
238,apartment,Chacarita,90500.0,2.0,0,1,1,0,1,0,40.0,2262.5
239,apartment,Chacarita,100000.0,2.0,0,1,1,0,1,0,40.0,2500.0
240,apartment,Balvanera,240000.0,6.0,1,0,1,1,1,0,122.0,1967.2131147540983
241,apartment,Congreso,139000.0,3.0,0,0,0,0,1,0,85.0,1635.2941176470588
242,PH,Floresta,117000.0,3.0,1,0,0,1,1,0,89.5,1307.2625698324023
243,apartment,Flores,88000.0,1.0,0,1,1,1,1,1,48.0,1833.3333333333333
244,apartment,Flores,103500.0,2.0,0,1,1,1,1,0,48.0,2156.25
245,apartment,Flores,86000.0,1.0,0,1,1,1,1,0,48.0,1791.6666666666667
246,apartment,Flores,74000.0,2.0,0,0,0,1,0,0,55.0,1345.4545454545455
247,PH,Villa del Parque,279000.0,4.0,0,0,1,1,1,0,172.0,1622.093023255814
248,apartment,Flores,96000.0,2.0,0,0,1,1,0,0,51.0,1882.3529411764705
249,apartment,Flores,238000.0,5.0,0,1,0,0,0,0,131.0,1816.793893129771
250,PH,Almagro,230000.0,2.0,0,0,0,1,1,0,97.0,2371.134020618557
251,store,Barrio Norte,65000.0,1.0,0,0,0,0,0,0,56.0,1160.7142857142858
252,apartment,Palermo,134000.0,1.0,0,1,1,0,0,0,34.0,3941.176470588235
253,house,Mataderos,245000.0,4.0,0,1,0,1,1,0,222.0,1103.6036036036037
254,apartment,Recoleta,450000.0,5.0,0,1,0,1,1,0,160.0,2812.5
255,apartment,Barracas,295000.0,1.0,0,0,1,1,0,0,229.0,1288.2096069868996
256,apartment,Barracas,165355.0,1.0,0,0,1,1,0,0,77.0,2147.4675324675327
257,apartment,Belgrano,490000.0,4.0,0,1,1,0,1,0,166.0,2951.8072289156626
258,apartment,Belgrano,437500.0,3.0,0,1,1,0,1,0,157.0,2786.624203821656
259,apartment,Belgrano,260000.0,3.0,0,1,1,0,1,0,113.0,2300.8849557522126
260,apartment,Belgrano,490000.0,4.0,0,1,1,0,1,0,166.0,2951.8072289156626
261,apartment,Belgrano,490000.0,4.0,0,1,1,0,1,0,166.0,2951.8072289156626
262,apartment,Belgrano,490000.0,4.0,0,1,1,0,1,0,157.0,3121.019108280255
263,apartment,Belgrano,260000.0,3.0,0,1,1,0,1,0,113.0,2300.8849557522126
264,apartment,Belgrano,490000.0,4.0,0,1,1,0,1,0,170.0,2882.3529411764707
265,apartment,Belgrano,437500.0,3.0,0,1,1,0,1,0,159.0,2751.5723270440253
266,apartment,Belgrano,260000.0,3.0,0,1,1,0,1,0,114.0,2280.7017543859647
267,apartment,Belgrano,714334.37,4.0,0,1,1,0,1,0,412.0,1733.821286407767
268,apartment,Belgrano,437500.0,3.0,0,1,1,0,1,0,170.0,2573.529411764706
269,apartment,Belgrano,490000.0,4.0,0,1,1,0,1,0,170.0,2882.3529411764707
270,apartment,Belgrano,437500.0,3.0,0,1,1,0,1,0,159.0,2751.5723270440253
271,apartment,Belgrano,490000.0,4.0,0,1,1,0,1,0,158.0,3101.26582278481
272,apartment,Belgrano,490000.0,4.0,0,1,1,0,1,0,170.0,2882.3529411764707
273,apartment,Belgrano,490000.0,4.0,0,1,1,0,1,0,158.0,3101.26582278481
274,apartment,Belgrano,437500.0,3.0,0,1,1,0,1,0,159.0,2751.5723270440253
275,apartment,Belgrano,490000.0,4.0,0,1,1,0,1,0,158.0,3101.26582278481
276,apartment,Belgrano,490000.0,4.0,0,1,1,0,1,0,170.0,2882.3529411764707
277,apartment,Belgrano,490000.0,4.0,0,1,1,0,1,0,158.0,3101.26582278481
278,apartment,Barracas,315000.0,1.0,0,0,1,1,0,0,257.0,1225.68093385214
279,apartment,Barrio Norte,499999.0,5.0,0,1,1,1,0,0,231.0,2164.4978354978357
280,apartment,Barrio Norte,499999.0,5.0,0,1,1,1,0,0,231.0,2164.4978354978357
281,apartment,Barrio Norte,499999.0,5.0,0,1,1,1,0,0,231.0,2164.4978354978357
282,apartment,Barrio Norte,698000.0,5.0,1,1,0,1,1,0,281.0,2483.985765124555
283,apartment,Barrio Norte,430000.0,4.0,0,1,0,1,1,0,149.0,2885.9060402684563
284,apartment,Recoleta,320000.0,3.0,0,1,0,1,1,0,108.0,2962.962962962963
285,apartment,Barrio Norte,630000.0,5.0,0,1,0,1,1,0,309.0,2038.8349514563106
286,apartment,Barracas,160000.0,1.0,0,0,1,0,0,0,84.0,1904.7619047619048
287,apartment,Barracas,182858.0,1.0,0,0,1,0,0,0,95.0,1924.821052631579
288,apartment,Barracas,224500.0,1.0,0,0,1,0,1,0,114.0,1969.298245614035
289,apartment,Belgrano,307650.0,3.0,0,1,1,1,0,0,90.0,3418.3333333333335
290,apartment,Belgrano,385014.0,3.0,0,1,1,1,0,0,90.0,4277.933333333333
291,apartment,Belgrano,587895.0,4.0,0,1,1,1,0,0,140.0,4199.25
292,apartment,Recoleta,95000.0,1.0,0,0,0,1,1,0,40.0,2375.0
293,store,Barrio Norte,590000.0,1.0,0,0,0,0,0,0,247.0,2388.663967611336
294,apartment,Barracas,218947.0,1.0,0,1,1,1,0,0,88.0,2488.034090909091
295,apartment,Recoleta,540000.0,4.0,0,1,0,1,1,0,170.0,3176.470588235294
296,apartment,Barrio Norte,410000.0,4.0,0,0,0,1,1,0,134.0,3059.7014925373132
297,apartment,Recoleta,360000.0,6.0,0,0,0,1,0,0,151.0,2384.1059602649007
298,apartment,Recoleta,660000.0,4.0,0,1,0,1,1,0,160.0,4125.0
299,apartment,Villa Urquiza,590000.0,4.0,0,1,1,0,0,0,247.0,2388.663967611336
300,apartment,Belgrano,438000.0,4.0,0,1,0,1,1,0,130.0,3369.230769230769
301,apartment,Retiro,570000.0,4.0,0,0,0,1,1,0,206.0,2766.990291262136
302,apartment,Barrio Norte,240000.0,3.0,0,1,0,1,1,0,76.0,3157.8947368421054
303,apartment,Recoleta,420000.0,4.0,0,1,0,0,1,0,148.0,2837.837837837838
304,apartment,Barrio Norte,249000.0,4.0,0,1,0,1,1,0,89.0,2797.752808988764
305,apartment,Retiro,250000.0,3.0,0,1,0,1,1,0,85.0,2941.176470588235
306,apartment,Recoleta,1380000.0,6.0,0,1,1,1,1,0,260.0,5307.692307692308
307,apartment,Barrio Norte,194000.0,4.0,0,0,0,1,1,0,60.0,3233.3333333333335
308,apartment,Barrio Norte,135000.0,1.0,0,0,0,1,1,1,43.0,3139.5348837209303
309,apartment,Recoleta,940000.0,7.0,0,1,0,1,1,0,227.0,4140.969162995595
310,apartment,Caballito,95000.0,1.0,0,0,1,1,1,0,40.0,2375.0
311,apartment,Villa del Parque,99000.0,1.0,0,1,0,1,0,1,49.0,2020.408163265306
312,apartment,Parque Chas,138700.0,3.0,0,1,1,0,1,1,70.0,1981.4285714285713
313,apartment,Parque Chas,133620.0,3.0,0,1,1,0,1,1,64.0,2087.8125
314,apartment,Balvanera,100000.0,3.0,0,0,0,1,1,0,66.0,1515.1515151515152
315,apartment,Caballito,245000.0,4.0,1,1,1,1,1,0,103.0,2378.640776699029
316,apartment,Barracas,330000.0,3.0,0,0,1,1,1,0,130.0,2538.4615384615386
317,apartment,Almagro,73038.0,1.0,0,1,1,1,1,1,38.0,1922.0526315789473
318,apartment,Almagro,79712.0,1.0,0,1,0,1,1,0,44.0,1811.6363636363637
319,apartment,Belgrano,490000.0,5.0,0,1,1,1,1,0,154.0,3181.818181818182
320,apartment,Almagro,81200.0,1.0,0,0,1,1,1,1,35.0,2320.0
321,apartment,Balvanera,148000.0,4.0,1,0,0,1,1,0,89.0,1662.9213483146068
322,apartment,Liniers,79000.0,2.0,0,0,0,1,0,0,35.0,2257.1428571428573
323,apartment,Liniers,150000.0,3.0,0,1,0,1,0,0,71.0,2112.676056338028
324,apartment,Villa Devoto,85000.0,2.0,0,0,0,1,1,0,43.0,1976.7441860465117
325,apartment,Liniers,83000.0,2.0,0,0,0,1,0,0,51.0,1627.450980392157
326,apartment,Liniers,98000.0,2.0,0,0,0,1,0,0,51.0,1921.5686274509803
327,apartment,Caballito,355000.0,4.0,0,1,1,1,1,0,157.0,2261.146496815287
328,apartment,Almagro,81200.0,1.0,0,0,1,1,0,1,35.0,2320.0
329,apartment,Balvanera,148000.0,4.0,1,0,0,1,1,0,80.0,1850.0
330,store,Saavedra,230000.0,1.0,0,0,0,0,0,0,105.0,2190.4761904761904
331,apartment,San Telmo,104156.0,1.0,0,1,1,0,0,0,42.0,2479.904761904762
332,store,Palermo,300000.0,2.0,0,0,0,0,0,1,57.0,5263.1578947368425
333,apartment,Palermo,102072.29,1.0,0,0,0,0,1,0,37.0,2758.7105405405405
334,apartment,San Telmo,111100.0,3.0,0,1,1,1,0,0,42.0,2645.2380952380954
335,apartment,Palermo,96250.8,1.0,0,0,0,0,1,0,37.0,2601.372972972973
336,apartment,Monserrat,107000.0,2.0,0,1,0,1,0,0,47.0,2276.595744680851
337,apartment,Las Cañitas,138300.0,1.0,0,1,1,0,0,0,33.0,4190.909090909091
338,PH,Monte Castro,235000.0,3.0,0,1,0,1,1,0,118.0,1991.5254237288136
339,house,Villa Pueyrredón,250000.0,4.0,0,1,0,1,0,0,150.0,1666.6666666666667
340,house,Monte Castro,355000.0,4.0,1,0,0,1,1,0,175.0,2028.5714285714287
341,apartment,San Cristobal,80000.0,2.0,0,0,0,0,1,0,50.0,1600.0
342,apartment,Barrio Norte,120000.0,2.0,0,0,1,0,1,0,42.0,2857.1428571428573
343,apartment,Coghlan,274000.0,3.0,1,1,1,1,1,0,83.0,3301.2048192771085
344,apartment,Centro / Microcentro,109000.0,2.0,0,0,1,1,1,0,39.5,2759.493670886076
345,apartment,Belgrano,118526.0,2.0,0,0,1,0,1,0,37.0,3203.4054054054054
346,apartment,Belgrano,119144.0,2.0,0,0,1,0,1,0,37.0,3220.108108108108
347,apartment,Belgrano,119761.0,2.0,0,0,1,0,1,0,37.0,3236.7837837837837
348,apartment,Belgrano,120378.0,2.0,0,0,1,0,1,0,37.0,3253.4594594594596
349,apartment,Belgrano,127710.0,2.0,0,0,1,0,1,0,51.5,2479.8058252427186
350,apartment,Belgrano,128393.0,2.0,0,0,1,0,1,0,51.5,2493.0679611650485
351,apartment,Belgrano,129076.0,2.0,0,0,1,0,1,0,51.5,2506.330097087379
352,apartment,Belgrano,132437.0,2.0,0,0,1,0,1,0,51.5,2571.5922330097087
353,apartment,Belgrano,133130.0,2.0,0,0,1,0,1,0,51.5,2585.0485436893205
354,apartment,Barrio Norte,275000.0,4.0,0,1,0,1,1,0,85.5,3216.374269005848
355,apartment,Boedo,80000.0,1.0,0,0,0,0,0,0,30.0,2666.6666666666665
356,apartment,Almagro,83001.0,1.0,0,1,0,0,1,0,45.0,1844.4666666666667
357,apartment,Almagro,145842.0,2.0,0,1,0,0,1,0,97.0,1503.5257731958764
358,apartment,Almagro,169750.0,3.0,0,1,0,0,1,0,98.0,1732.142857142857
359,apartment,Almagro,89500.0,1.0,0,1,0,1,1,1,44.0,2034.090909090909
360,apartment,Recoleta,264000.0,3.0,1,1,0,1,1,0,78.0,3384.6153846153848
361,PH,Villa Devoto,177000.0,4.0,0,1,0,1,1,0,88.0,2011.3636363636363
362,apartment,Recoleta,176000.0,1.0,1,1,0,1,1,1,42.0,4190.476190476191
363,apartment,Recoleta,227000.0,1.0,1,1,0,1,0,1,66.0,3439.3939393939395
364,apartment,Recoleta,163000.0,1.0,1,1,0,1,0,0,89.0,1831.4606741573034
365,apartment,Recoleta,1250000.0,5.0,0,1,0,1,1,0,295.0,4237.28813559322
366,apartment,Coghlan,181400.0,2.0,0,0,1,1,1,1,62.0,2925.8064516129034
367,apartment,Coghlan,98800.0,1.0,0,0,1,1,1,1,38.0,2600.0
368,apartment,Balvanera,105000.0,2.0,0,0,0,1,1,0,45.0,2333.3333333333335
369,apartment,Palermo,90000.0,1.0,0,0,1,1,0,0,38.0,2368.4210526315787
370,apartment,Balvanera,146000.0,3.0,0,0,0,1,1,0,53.0,2754.7169811320755
371,apartment,Centro / Microcentro,89000.0,1.0,0,0,0,1,1,0,34.0,2617.6470588235293
372,PH,Colegiales,429000.0,7.0,0,0,0,1,1,0,265.0,1618.867924528302
373,apartment,Liniers,88000.0,3.0,0,0,0,0,1,0,67.0,1313.4328358208954
374,apartment,Floresta,83000.0,2.0,0,0,1,1,1,1,45.0,1844.4444444444443
375,apartment,Floresta,83000.0,2.0,0,0,1,1,1,1,45.0,1844.4444444444443
376,apartment,Caballito,70900.0,1.0,0,1,1,0,1,0,32.0,2215.625
377,apartment,Boca,142500.0,4.0,0,1,0,0,1,0,79.0,1803.7974683544303
378,apartment,Almagro,83001.0,1.0,0,0,0,0,1,0,40.0,2075.025
379,store,Chacarita,1500000.0,1.0,0,0,0,0,0,0,450.0,3333.3333333333335
380,apartment,Puerto Madero,550000.0,3.0,0,0,1,1,1,0,98.0,5612.244897959184
381,apartment,Recoleta,480000.0,4.0,1,1,1,1,1,0,205.0,2341.4634146341464
382,apartment,Caballito,130500.0,2.0,0,0,0,1,1,0,60.0,2175.0
383,apartment,Retiro,83950.0,1.0,0,0,0,1,0,0,40.0,2098.75
384,house,Barracas,250000.0,3.0,0,0,0,0,1,0,120.0,2083.3333333333335
385,house,Barracas,230000.0,4.0,0,1,1,1,1,0,193.0,1191.7098445595855
386,apartment,Barrio Norte,236000.0,3.0,0,0,0,1,1,0,100.0,2360.0
387,house,Almagro,280000.0,4.0,0,1,0,0,1,0,140.0,2000.0
